ID;residual sugar;chlorides;flavanoids;free sulfur dioxide;total sulfur dioxide;density;pH;magnesium;sulphates;alcohol;lightness;quality
3859;6,3;0,039;0,38;47;136;0,99068;3,27;0,66;0,31;12,7;0,08;6
3860;7,2;0,048;0,38;52;207;0,99587;3,12;0,04;0,37;9,2;0,12;5
3861;7,2;0,048;0,38;52;207;0,99587;3,12;0,85;0,37;9,2;0,12;5
3862;12,4;0,054;0,38;108;152;0,99728;3,1;0,86;0,47;9,5;0,11;6
3863;6,6;0,045;0,38;98;175;0,99364;3,16;0,82;0,34;10,1;0,11;6
3864;6,6;0,045;0,38;98;175;0,99364;3,16;0,86;0,34;10,1;0,11;6
3865;4;0,038;0,38;17;98;0,99018;3,25;0,47;0,53;13;0,08;7
3866;4,8;0,04;0,38;41;101;0,98968;3,24;0,60;0,56;13,1;0,09;6
3867;1,3;0,048;0,38;59;113;0,99178;3,1;0,63;0,55;11;0,1;6
3868;7,2;0,048;0,38;52;207;0,99587;3,12;0,03;0,37;9,2;0,11;5
3869;11,1;0,056;0,38;112;177;0,9961;3,08;0,11;0,36;9,4;0,12;6
3870;12,4;0,054;0,38;108;152;0,99728;3,1;0,60;0,47;9,5;0,11;6
3871;9,8;0,055;0,38;74;134;0,99534;3,16;0,53;0,4;10,2;0,11;6
3872;6,6;0,045;0,38;98;175;0,99364;3,16;0,27;0,34;10,1;0,1;6
3873;13,3;0,054;0,38;63;193;0,99864;3,06;0,02;0,49;8,6;0,12;4
3874;11,7;0,094;0,38;58;181;0,99776;2,91;0,32;0,51;9;0,12;5
3875;8;0,062;0,38;50;194;0,99545;3,13;0,99;0,5;9,6;0,12;5
3876;1,6;0,057;0,38;45;98;0,99299;3,29;0,60;0,44;9,9;0,11;7
3877;16,55;0,059;0,38;54;135;0,99665;3,2;0,07;0,38;10,5;0,11;5
3878;1,5;0,053;0,38;20;98;0,99069;3,15;0,84;0,5;11,4;0,1;5
3879;10,2;0,069;0,38;58;170;0,99692;3,18;0,58;0,49;9,4;0,11;5
3880;6,6;0,054;0,38;25;65;0,99324;3,12;0,71;0,28;11,1;0,1;4
3881;17,8;0,047;0,38;42;111;0,99896;3,1;0,93;0,45;8,9;0,12;6
3882;17,8;0,047;0,38;42;111;0,99896;3,1;0,30;0,45;8,9;0,11;6
3883;1,5;0,049;0,38;28;129;0,99226;3,15;0,26;0,52;10,8;0,11;5
3884;7,4;0,045;0,38;34;143;0,99226;3,06;0,04;0,55;12,2;0,09;6
3885;17,8;0,047;0,38;42;111;0,99896;3,1;0,70;0,45;8,9;0,13;6
3886;2;0,029;0,38;21;63;0,99076;3,13;0,27;0,63;12,5;0,09;6
3887;7,4;0,045;0,38;34;143;0,99226;3,06;0,80;0,55;12,2;0,09;6
3888;2;0,029;0,38;21;63;0,99076;3,13;0,12;0,63;12,5;0,09;6
3889;17,8;0,047;0,38;42;111;0,99896;3,1;0,15;0,45;8,9;0,11;6
3890;12,1;0,046;0,38;43;127;0,9951;3,16;0,19;0,37;10,8;0,11;6
3891;8,2;0,043;0,38;28;98;0,99234;2,99;0,03;0,31;11,4;0,09;6
3892;1,5;0,049;0,38;28;129;0,99226;3,15;0,35;0,52;10,8;0,1;5
3893;8,7;0,036;0,38;47;127;0,99368;3,18;0,22;0,39;10,6;0,11;5
3894;3,5;0,044;0,38;17;63;0,9937;3,01;0,50;0,39;9,2;0,12;5
3895;6,4;0,031;0,38;21;134;0,99151;3,24;0,52;0,46;12,2;0,09;6
3896;2,1;0,021;0,38;17;76;0,99021;3,26;0,94;0,45;12,3;0,09;6
3897;7,7;0,038;0,38;40;179;0,99479;3,23;0,74;0,56;10,4;0,1;6
3898;12,3;0,035;0,38;72;172;0,9954;2,99;0,02;0,57;10,4;0,11;6
3899;1,3;0,035;0,38;54;110;0,99176;3,07;0,07;0,55;11;0,11;7
3900;8,7;0,036;0,38;47;127;0,99368;3,18;0,64;0,39;10,6;0,1;5
3901;3,5;0,044;0,38;17;63;0,9937;3,01;0,42;0,39;9,2;0,11;5
3902;1,1;0,013;0,38;4;10;0,99246;3,32;0,75;0,36;13,5;0,08;4
3903;2,8;0,144;0,38;12;65;0,9908;2,95;0,75;0,64;11,4;0,09;6
3904;3,5;0,071;0,38;26;69;0,98994;3,1;0,37;0,38;11,5;0,1;6
3905;1,9;0,036;0,38;33;106;0,98746;3,21;0,54;0,83;14;0,08;7
3906;3,8;0,036;0,38;34;88;0,99028;3,25;0,08;0,63;12,5;0,08;7
3907;3,8;0,036;0,38;34;88;0,99028;3,25;0,95;0,63;12,5;0,1;7
3908;2,4;0,038;0,38;30;83;0,98867;3,09;0,41;0,36;12,8;0,08;7
3909;4,8;0,037;0,38;45;138;0,99174;3,23;0,53;0,43;11,2;0,09;7
3910;4,8;0,037;0,38;45;138;0,99174;3,23;0,05;0,43;11,2;0,1;7
3911;6,2;0,04;0,38;49;139;0,99021;3,17;0,81;0,27;13,6;0,07;6
3912;1,3;0,149;0,38;70;109;0,99304;2,93;0,96;0,42;9,2;0,11;6
3913;3,8;0,036;0,38;34;88;0,99028;3,25;0,55;0,63;12,5;0,08;7
3914;1,5;0,054;0,38;24;105;0,99154;3,17;0,40;0,48;11,1;0,1;6
3915;4,8;0,037;0,38;45;138;0,99174;3,23;0,30;0,43;11,2;0,1;7
3916;1,9;0,036;0,38;33;106;0,98746;3,21;0,44;0,83;14;0,08;7
3917;6,2;0,04;0,38;49;139;0,99021;3,17;0,31;0,27;13,6;0,07;6
3918;7,9;0,056;0,38;49;206;0,9956;3,18;0,64;0,52;9,4;0,12;5
3919;1,6;0,037;0,38;31;113;0,98779;3,12;0,10;0,4;14,2;0,08;7
3920;1,4;0,035;0,38;28;107;0,98836;3;0,28;0,4;13,2;0,09;6
3921;2,6;0,05;0,38;24;132;0,99138;3,04;0,55;0,53;11,2;0,09;6
3922;14,8;0,057;0,38;46;173;0,99751;3,14;0,20;0,57;10,2;0,1;5
3923;2,4;0,038;0,38;30;83;0,98867;3,09;0,14;0,36;12,8;0,09;7
3924;0,9;0,045;0,38;16;109;0,99249;2,95;0,26;0,39;10,1;0,11;5
3925;0,9;0,045;0,38;16;109;0,99249;2,95;0,74;0,39;10,1;0,11;5
3926;1,2;0,031;0,38;38;95;0,99239;2,83;0,12;0,31;10,3;0,12;5
3927;9,9;0,056;0,38;30;91;0,99512;3,19;0,72;0,33;9,9;0,1;6
3928;3,9;0,046;0,38;17;106;0,99098;3,15;0,99;0,31;11,5;0,09;5
3929;15,6;0,063;0,38;27;173;0,99872;3,18;0,57;0,56;9;0,13;5
3930;15,6;0,063;0,38;27;173;0,99872;3,18;0,37;0,56;9;0,13;5
3931;1,5;0,03;0,38;25;101;0,98894;3,03;0,86;0,41;12,1;0,09;6
3932;1,6;0,036;0,38;28;106;0,988245;3,14;0,53;0,41;13,3;0,09;6
3933;7,8;0,05;0,38;43;116;0,99326;3,22;0,42;0,6;11,5;0,09;8
3934;5,6;0,039;0,38;28;67;0,99328;2,96;0,46;0,52;11;0,1;4
3935;1,3;0,04;0,38;26;84;0,99222;3,28;0,95;0,53;10,7;0,11;6
3936;16,7;0,046;0,38;50;184;0,99898;3,08;0,91;0,56;9,4;0,13;5
3937;7,95;0,042;0,38;16;108;0,99486;3,44;0,63;0,61;10,3;0,1;6
3938;6,7;0,185;0,38;51,5;151;0,99528;3,17;0,39;0,42;9,3;0,12;5
3939;1,1;0,04;0,38;41;92;0,99062;2,88;0,34;0,6;12;0,09;6
3940;6,3;0,048;0,38;47;159;0,99282;3,21;0,95;0,6;11;0,1;6
3941;8,9;0,053;0,38;36;148;0,996;3,16;0,86;0,5;9,3;0,12;5
3942;1;0,068;0,38;32;143;0,99138;3,24;0,05;0,4;10,1;0,12;5
3943;1,5;0,053;0,38;26;106;0,99166;3,18;0,67;0,47;11,1;0,1;6
3944;6,6;0,046;0,38;26;113;0,99408;2,99;0,19;0,58;9,9;0,11;6
3945;6,2;0,048;0,38;47;161;0,99281;3,22;0,76;0,6;11;0,1;6
3946;6,3;0,048;0,38;47;159;0,99282;3,21;0,87;0,6;11;0,1;6
3947;2,1;0,042;0,38;31;127;0,98964;3,32;0,90;0,42;12,5;0,1;6
3948;2,2;0,042;0,38;41;142;0,98952;3,31;0,32;0,44;12,7;0,1;7
3949;5,4;0,045;0,38;26;105;0,99469;3,32;0,73;0,45;9,3;0,13;5
3950;8,9;0,053;0,38;36;148;0,996;3,16;0,30;0,5;9,3;0,11;5
3951;1;0,068;0,38;32;143;0,99138;3,24;0,30;0,4;10,1;0,1;5
3952;17,9;0,066;0,38;36;161;0,9991;3,14;0,01;0,51;8,8;0,12;5
3953;2,6;0,043;0,38;34;90;0,99047;2,88;0,50;0,47;11,2;0,1;6
3954;1,3;0,038;0,38;45;122;0,99178;3,13;0,33;0,54;10,8;0,11;7
3955;17,9;0,066;0,38;36;161;0,9991;3,14;0,02;0,51;8,8;0,13;5
3956;2,6;0,043;0,38;34;90;0,99047;2,88;0,28;0,47;11,2;0,09;6
3957;2,3;0,05;0,38;22;145;0,99207;3,24;0,49;0,46;10,3;0,12;5
3958;4,3;0,026;0,38;15;87;0,99152;3,11;0,70;0,48;12;0,1;5
3959;7,1;0,048;0,38;36;110;0,99438;3,26;0,80;0,41;9,5;0,11;6
3960;7,1;0,048;0,38;36;110;0,99438;3,26;0,24;0,41;9,5;0,12;6
3961;11,9;0,04;0,38;54;159;0,99622;3,14;0,47;0,54;9,8;0,12;6
3962;11,7;0,084;0,38;55;170;0,99773;2,91;0,63;0,51;9;0,11;5
3963;5,8;0,032;0,38;40;118;0,99088;3,17;0,44;0,53;13;0,09;7
3964;3,8;0,044;0,38;13;116;0,99108;3,39;0,63;0,44;11,8;0,1;7
3965;12,4;0,056;0,38;61;176,5;0,99803;2,97;0,96;0,52;8,8;0,12;5
3966;6,5;0,05;0,38;18;102;0,99304;3,1;0,22;0,55;11,2;0,1;4
3967;7,1;0,048;0,38;36;110;0,99438;3,26;0,88;0,41;9,5;0,11;6
3968;7,6;0,049;0,38;35;200;0,99548;3,16;0,30;0,54;9,4;0,13;4
3969;7,9;0,049;0,38;35;192;0,99551;3,16;0,08;0,51;9,5;0,11;6
3970;2,8;0,034;0,38;33;125;0,99152;3,03;0,21;0,49;10,4;0,1;6
3971;10,6;0,035;0,38;42;143;0,99572;3,08;0,14;0,49;9,8;0,11;7
3972;2,8;0,034;0,38;33;125;0,99152;3,03;0,07;0,49;10,4;0,1;6
3973;1,5;0,175;0,38;16;98;0,99244;3,06;0,29;0,56;10,3;0,11;6
3974;7,6;0,049;0,38;35;200;0,99548;3,16;0,61;0,54;9,4;0,12;4
3975;7,9;0,049;0,38;35;192;0,99551;3,16;0,46;0,51;9,5;0,11;6
3976;1,7;0,033;0,38;61;134;0,9903;3,19;0,01;0,81;11,9;0,1;7
3977;7,6;0,025;0,38;35;124;0,99162;3,15;0,08;0,65;12,8;0,08;7
3978;7,5;0,03;0,38;18;117;0,99116;3,09;0,14;0,38;13;0,09;6
3979;1,7;0,04;0,38;41;192;0,9922;3,26;0,29;0,59;10,4;0,1;7
3980;1,7;0,034;0,38;41;193;0,99223;3,25;0,13;0,59;10,4;0,1;6
3981;12,1;0,035;0,38;54;135;0,99481;3,21;0,01;0,4;10,7;0,1;5
3982;4,5;0,036;0,38;81;157;0,9928;3,05;0,33;0,76;10,7;0,1;7
3983;1,7;0,033;0,38;61;134;0,9903;3,19;0,18;0,81;11,9;0,09;7
3984;8;0,043;0,38;31;101;0,99429;3,19;0,73;0,42;10,4;0,1;6
3985;7,6;0,025;0,38;35;124;0,99162;3,15;0,45;0,65;12,8;0,09;7
3986;8,6;0,044;0,38;45;104;0,99454;3,2;0,13;0,37;9,9;0,11;6
3987;8,6;0,044;0,38;45;104;0,99454;3,2;0,14;0,37;9,9;0,1;6
3988;14,6;0,048;0,38;73;223;0,99863;3,16;0,11;0,71;9,4;0,12;6
3989;1,6;0,048;0,38;46;129;0,991;3,3;0,94;0,43;11,4;0,11;6
3990;8,6;0,044;0,38;45;104;0,99454;3,2;0,33;0,37;9,9;0,11;6
3991;14,6;0,048;0,38;73;223;0,99863;3,16;0,58;0,71;9,4;0,11;6
3992;1,1;0,06;0,38;36;104;0,99317;2,99;0,56;0,39;9,2;0,11;5
3993;3,7;0,041;0,38;26;76;0,99173;2,9;0,21;0,57;10,5;0,1;7
3994;8,9;0,048;0,38;32;111;0,99455;3,25;0,57;0,54;11;0,11;7
3995;8,9;0,048;0,38;32;111;0,99455;3,25;0,25;0,54;11;0,11;7
3996;4,7;0,038;0,38;3;127;0,99186;2,9;0,57;0,72;12,1;0,1;5
3997;8,9;0,048;0,38;32;111;0,99455;3,25;0,31;0,54;11;0,09;7
3998;3,1;0,041;0,38;37;144;0,98944;3,22;0,19;0,39;12,8;0,09;7
3999;5,8;0,053;0,38;25;120;0,9942;3,01;0,33;0,98;10,5;0,11;6
4000;5,8;0,053;0,38;25;120;0,9942;3,01;0,45;0,98;10,5;0,11;6
4001;5,8;0,053;0,38;25;120;0,9942;3,01;0,26;0,98;10,5;0,11;6
4002;1;0,062;0,38;21;122;0,99238;3;0,80;0,4;9,5;0,12;5
4003;15,8;0,052;0,38;25;94;0,99782;3,07;0,35;0,45;9,2;0,11;6
4004;1,5;0,047;0,38;40;117;0,99111;3,07;0,15;0,72;11,1;0,09;6
4005;5,2;0,042;0,38;33;112;0,99067;3,06;0,01;0,5;12,3;0,1;7
4006;1,5;0,047;0,38;40;117;0,99111;3,07;0,36;0,72;11,1;0,1;6
4007;2,5;0,037;0,38;10;51;0,98878;3,04;0,71;0,58;12,6;0,1;6
4008;1;0,062;0,38;21;122;0,99238;3;0,98;0,4;9,5;0,11;5
4009;15,8;0,052;0,38;25;94;0,99782;3,07;0,78;0,45;9,2;0,12;6
4010;5,9;0,054;0,38;40;152;0,9938;3,2;0,85;0,57;10,8;0,11;6
4011;3,1;0,044;0,38;39;122;0,99143;3;0,09;0,6;11,3;0,11;6
4012;3,1;0,041;0,38;37;144;0,98944;3,22;0,87;0,39;12,8;0,1;7
4013;5,8;0,053;0,38;25;120;0,9942;3,01;0,46;0,98;10,5;0,11;6
4014;11,5;0,051;0,38;56;171;0,99588;3,08;0,74;0,56;9,8;0,11;6
4015;18;0,054;0,38;56;183;1,00038;2,98;0,81;0,61;8,5;0,13;6
4016;4,8;0,054;0,38;6;97;0,99424;3,16;0,92;0,5;9,3;0,12;5
4017;8,5;0,055;0,38;45;151;0,99626;3,2;0,36;0,52;9,2;0,12;5
4018;1,6;0,037;0,38;32;115;0,99076;3,21;0,20;0,51;11,4;0,1;6
4019;18;0,054;0,38;56;183;1,00038;2,98;0,59;0,61;8,5;0,12;6
4020;4,8;0,054;0,38;6;97;0,99424;3,16;0,38;0,5;9,3;0,12;5
4021;5,9;0,056;0,38;6;91;0,99536;3,06;0,30;0,46;8,4;0,14;4
4022;1,1;0,062;0,38;35;100;0,99318;3,04;0,74;0,4;9,2;0,11;5
4023;8,5;0,055;0,38;45;151;0,99626;3,2;0,26;0,52;9,2;0,12;5
4024;13,1;0,033;0,38;52;151;0,99726;3,18;0,21;0,79;10,4;0,11;6
4025;4,1;0,046;0,38;50;147;0,99126;3,27;0,18;0,56;11,6;0,1;6
4026;2,9;0,029;0,38;37;94;0,98998;3,25;0,68;0,6;12,4;0,09;6
4027;13,1;0,033;0,38;52;151;0,99726;3,18;0,12;0,79;10,4;0,11;6
4028;1,1;0,052;0,38;22;176;0,99304;3,09;0,51;0,54;9,3;0,12;5
4029;1,5;0,029;0,38;37;81;0,9892;3,2;0,48;0,46;12,2;0,1;6
4030;7,75;0,031;0,38;33;139;0,99296;3,22;0,83;0,46;11;0,11;6
4031;1,15;0,023;0,38;30;105;0,99047;3,11;0,37;0,38;11,4;0,09;5
4032;1;0,06;0,38;15;120;0,9924;3,06;0,62;0,41;9,5;0,11;5
4033;17,8;0,034;0,38;16;116;0,9989;3,07;0,64;0,53;9,2;0,12;5
4034;5,7;0,021;0,38;23;125;0,99338;3,13;0,05;0,62;11,1;0,1;6
4035;17,8;0,034;0,38;16;116;0,9989;3,07;0,54;0,53;9,2;0,11;5
4036;7,4;0,032;0,38;53;172;0,99404;3,24;0,22;0,58;11;0,09;6
4037;1,4;0,041;0,38;40;177;0,99287;3,14;0,80;0,48;9,9;0,11;5
4038;1,4;0,044;0,38;43;176;0,99286;3,14;0,86;0,46;9,9;0,1;5
4039;1;0,06;0,38;15;120;0,9924;3,06;0,32;0,41;9,5;0,12;5
4040;4,4;0,033;0,38;8;109;0,99058;3,35;0,40;0,47;12,4;0,08;4
4041;1,6;0,052;0,38;48;185;0,9934;3,21;0,84;0,5;9,4;0,13;5
4042;7,9;0,053;0,38;45;149;0,99545;3,23;0,95;0,52;9,3;0,12;5
4043;15,5;0,05;0,38;25;135;0,9984;2,9;0,10;0,43;8,7;0,13;7
4044;15,5;0,05;0,38;25;135;0,9984;2,9;0,82;0,43;8,7;0,12;7
4045;15,5;0,05;0,38;25;135;0,9984;2,9;0,04;0,43;8,7;0,13;7
4046;15,5;0,05;0,38;25;135;0,9984;2,9;0,34;0,43;8,7;0,13;7
4047;17,55;0,05;0,38;33;154;0,99971;2,94;0,97;0,43;9;0,12;7
4048;13,5;0,038;0,38;49;118;0,99546;3;0,79;0,63;10,7;0,1;6
4049;13,5;0,038;0,38;49;118;0,99546;3;0,66;0,63;10,7;0,1;6
4050;1,3;0,034;0,38;32;98;0,99058;3,02;0,86;0,58;11,3;0,09;6
4051;15,5;0,05;0,38;25;135;0,9984;2,9;0,29;0,43;8,7;0,12;7
4052;11,6;0,028;0,38;22;97;0,99314;2,96;0,11;0,38;11,7;0,1;6
4053;7,9;0,053;0,38;45;149;0,99545;3,23;0,23;0,52;9,3;0,12;5
4054;15,5;0,05;0,38;25;135;0,9984;2,9;0,29;0,43;8,7;0,11;7
4055;17,55;0,05;0,38;33;154;0,99971;2,94;0,51;0,43;9;0,12;7
4056;11,6;0,028;0,38;22;97;0,99314;2,96;0,43;0,38;11,7;0,09;6
4057;13,15;0,032;0,38;25;131;0,99565;3,23;0,16;0,51;10,7;0,11;5
4058;1,9;0,036;0,38;38;110;0,99056;3,05;0,86;0,54;11,4;0,09;6
4059;13,5;0,038;0,38;49;118;0,99546;3;0,91;0,63;10,7;0,09;6
4060;1,3;0,034;0,38;32;98;0,99058;3,02;0,14;0,58;11,3;0,1;6
4061;6,1;0,048;0,38;20;70;0,99362;3,19;0,81;0,42;10;0,1;5
4062;6,1;0,048;0,38;20;70;0,99362;3,19;0,15;0,42;10;0,11;5
4063;1,9;0,036;0,38;27;119;0,99196;3,15;0,70;0,49;11,2;0,1;6
4064;1,9;0,09;0,38;44;130;0,99255;3,07;0,98;0,41;9,7;0,11;5
4065;1,6;0,032;0,38;23;85;0,99027;3,42;0,80;0,42;12,5;0,09;5
4066;11,3;0,029;0,38;32;110;0,99302;3,27;0,89;0,78;12,9;0,09;8
4067;8,4;0,057;0,38;60;160;0,99257;3,16;0,72;0,36;11,8;0,09;6
4068;8,3;0,062;0,38;22;166;0,99506;3,16;0,37;0,72;10,6;0,1;5
4069;8,4;0,057;0,38;60;160;0,99257;3,16;0,25;0,36;11,8;0,1;6
4070;12,2;0,049;0,38;54;133;0,9952;3,19;0,55;0,37;10,7;0,11;6
4071;8;0,048;0,38;41;162;0,99498;3,21;0,15;0,51;9,9;0,12;5
4072;1,3;0,048;0,38;23;76;0,9903;2,96;0,95;0,46;12;0,1;6
4073;12,7;0,043;0,38;70,5;163;0,99706;3,15;0,49;0,82;10,4;0,11;7
4074;1,3;0,054;0,38;11;107;0,99398;3,19;0,61;0,39;8,5;0,14;5
4075;10,5;0,06;0,38;15;82;0,99588;3,13;0,94;0,38;9,9;0,11;4
4076;12,5;0,049;0,38;52,5;120;0,99691;3,08;0,21;0,45;9,4;0,12;6
4077;9,6;0,05;0,38;33;134;0,99608;3,13;0,39;0,46;10,4;0,1;5
4078;1,5;0,044;0,38;21;108;0,99142;3,3;0,28;0,59;11;0,1;6
4079;1,5;0,044;0,38;21;110;0,99138;3,3;0,91;0,57;11;0,1;6
4080;7,8;0,052;0,38;27;91;0,99432;3,19;0,51;0,38;10,4;0,11;6
4081;10,8;0,05;0,38;58;116;0,99592;3,1;0,94;0,5;9,8;0,11;6
4082;12,5;0,049;0,38;52,5;106;0,99691;3,08;0,65;0,45;9,4;0,11;6
4083;8,6;0,046;0,38;37;142;0,99432;3,23;0,44;0,53;10,6;0,1;6
4084;1,2;0,052;0,38;32;185;0,99266;3,28;0,03;0,44;10,1;0,11;5
4085;14,5;0,048;0,38;20;96;0,99456;3,06;0,12;0,3;11,5;0,09;8
4086;3,7;0,048;0,38;14;73;0,9915;3,06;0,95;0,45;11,4;0,1;6
4087;1,1;0,058;0,38;30;93;0,99322;3,03;0,80;0,38;9,2;0,11;6
4088;1,1;0,059;0,38;33;101;0,9927;3,12;0,53;0,38;9,7;0,1;6
4089;3,8;0,047;0,38;16;79;0,99173;3,07;0,50;0,46;11,3;0,1;6
4090;4,6;0,098;0,38;36;127;0,99412;3,15;0,98;0,49;9,6;0,1;6
4091;10,2;0,07;0,38;44;179;0,99666;2,86;0,55;0,46;8,9;0,13;6
4092;7,9;0,057;0,38;21;82;0,99425;3,26;0,38;0,36;10;0,11;6
4093;2,4;0,059;0,38;19;112;0,99314;3,18;0,53;0,4;9,2;0,12;6
4094;10,7;0,11;0,38;20;103;0,99672;3,08;0,41;0,41;9;0,11;6
4095;4,9;0,03;0,38;29;98;0,99024;3,09;0,79;0,58;12,8;0,08;7
4096;10,7;0,11;0,38;20;103;0,99672;3,08;0,64;0,41;9;0,12;6
4097;1,1;0,054;0,38;13;136;0,99366;3,08;0,35;0,55;9,5;0,11;5
4098;7,9;0,057;0,38;21;82;0,99425;3,26;0,66;0,36;10;0,12;6
4099;5,6;0,046;0,38;30;140;0,99299;3,22;0,55;0,38;11;0,09;5
4100;2,4;0,059;0,38;19;112;0,99314;3,18;0,25;0,4;9,2;0,11;6
4101;14,2;0,037;0,38;24;99;0,99528;3,08;0,77;0,38;10,6;0,1;6
4102;9,5;0,057;0,38;54;166;0,99568;3,23;0,17;0,42;10;0,11;5
4103;9,5;0,057;0,38;54;166;0,99568;3,23;0,97;0,42;10;0,11;5
4104;4,1;0,03;0,38;22;86;0,99062;3,31;0,35;0,38;11,7;0,1;7
4105;4,7;0,035;0,38;17;80;0,99058;3,12;0,30;0,36;12,5;0,1;7
4106;1,4;0,039;0,38;36;122;0,99059;3,07;0,97;0,47;11,1;0,09;7
4107;0,9;0,041;0,38;46;141;0,99119;3,16;0,28;0,62;9,7;0,1;5
4108;20,3;0,037;0,38;45;150;0,99727;3,04;0,36;0,38;12,3;0,1;6
4109;3,5;0,035;0,38;43;105;0,99021;3,18;0,42;0,38;12,2;0,1;6
4110;2,7;0,043;0,38;46;153;0,99238;3,75;0,58;0,76;11,3;0,1;6
4111;1,2;0,053;0,38;23;193;0,99164;3,22;0,39;0,38;11,6;0,1;5
4112;1,2;0,04;0,38;18;75;0,99006;3,31;0,98;0,56;11,3;0,1;6
4113;2;0,041;0,38;30;95;0,99078;3,27;0,81;0,56;11,1;0,11;6
4114;1,1;0,041;0,38;32;92;0,99036;3,26;0,34;0,57;11,2;0,1;6
4115;1,5;0,046;0,38;35;107;0,99123;3,15;0,61;0,45;11,3;0,1;6
4116;1,2;0,041;0,38;29;94;0,98978;3,07;0,04;0,45;12;0,09;6
4117;18,1;0,069;0,38;33;158;0,99908;3,15;0,89;0,5;8,8;0,13;6
4118;18,1;0,069;0,38;33;158;0,99908;3,15;0,03;0,5;8,8;0,12;6
4119;3,6;0,046;0,38;19;143;0,99022;3,15;0,36;0,34;12;0,1;8
4120;3,5;0,046;0,38;22;147;0,99024;3,15;0,98;0,31;12;0,09;7
4121;12,1;0,049;0,38;48;122;0,9973;3,01;0,91;0,44;9;0,13;5
4122;17,45;0,054;0,38;42;151;0,99853;3,12;0,64;0,6;9,3;0,12;6
4123;12,1;0,059;0,38;33;171;0,99769;3,14;0,37;0,56;8,7;0,12;6
4124;3;0,095;0,38;13;75;0,98954;3,1;0,70;0,63;12,8;0,08;6
4125;1,6;0,052;0,38;23;72;0,98974;3,1;0,17;0,5;11,5;0,1;7
4126;5,7;0,048;0,38;44;147;0,99382;3,08;0,01;0,54;10;0,11;5
4127;5,6;0,047;0,38;45;147;0,99383;3,09;0,33;0,54;10;0,11;5
4128;6,8;0,059;0,38;51;215;0,99538;3,33;0,56;0,56;10,3;0,1;5
4129;15,6;0,054;0,38;62;227;0,99734;3,25;0,38;0,56;10,4;0,11;5
4130;6;0,02;0,38;18;68;0,98981;3,22;0,02;0,29;13,4;0,08;7
4131;1,8;0,032;0,38;18;130;0,99095;3,05;0,52;0,62;11,2;0,09;6
4132;8,6;0,048;0,38;47;206;0,9964;3,26;0,47;0,36;9,1;0,12;5
4133;8,6;0,048;0,38;47;206;0,9964;3,26;0,79;0,36;9,1;0,12;5
4134;11,5;0,04;0,38;24;120;0,99411;3,33;0,90;0,31;10,8;0,11;6
4135;7,8;0,038;0,38;26;89;0,9915;3,24;0,61;0,34;12,5;0,1;6
4136;2,4;0,046;0,38;27;132;0,99234;3,63;0,37;0,73;11,3;0,11;5
4137;5;0,035;0,38;20;128;0,99016;3,46;0,33;0,48;12,8;0,09;6
4138;8,6;0,048;0,38;47;206;0,9964;3,26;0,62;0,36;9,1;0,13;5
4139;1,5;0,041;0,38;8;72;0,98949;3,22;0,02;0,39;12,7;0,09;6
4140;5,4;0,054;0,38;53;143;0,99287;3,1;0,67;0,54;11;0,11;7
4141;11,9;0,052;0,38;51;149;0,99544;3,02;0,09;0,58;10,4;0,11;6
4142;11,9;0,052;0,38;51;149;0,99544;3,02;0,19;0,58;10,4;0,11;6
4143;9;0,051;0,38;43;136;0,9941;3,25;0,89;0,53;10,7;0,1;6
4144;10;0,055;0,38;56;131;0,994;3,22;0,80;0,35;10,9;0,1;6
4145;11,9;0,052;0,38;51;149;0,99544;3,02;0,63;0,58;10,4;0,12;6
4146;11,9;0,052;0,38;54;160;0,99546;3,03;0,09;0,58;10,4;0,11;6
4147;15,5;0,064;0,38;56;115,5;0,99737;3,16;0,50;0,41;9,7;0,12;7
4148;5,4;0,054;0,38;53;143;0,99287;3,1;0,73;0,54;11;0,1;7
4149;15;0,055;0,38;8;120;0,99767;3,19;0,35;0,53;9,6;0,11;6
4150;1,4;0,038;0,38;40;76;0,98711;3,1;0,34;0,29;13,9;0,08;7
4151;9,4;0,046;0,38;6;194;0,99714;3,07;0,74;0,61;9,4;0,13;5
4152;3,7;0,032;0,38;29;193;0,99134;3,1;0,27;0,67;12,5;0,08;6
4153;15;0,055;0,38;8;120;0,99767;3,19;0,82;0,53;9,6;0,12;6
4154;1,4;0,049;0,38;50;187;0,9927;3,19;0,80;0,45;9,5;0,11;5
4155;6,5;0,048;0,38;61;186;0,9948;3,19;0,98;0,45;9,6;0,12;5
4156;1,4;0,049;0,38;50;187;0,9927;3,19;0,43;0,45;9,5;0,12;5
4157;6,3;0,047;0,38;63;186;0,99481;3,18;0,73;0,44;9,6;0,11;5
4158;13,7;0,056;0,38;33;168;0,99825;2,9;0,47;0,44;8,7;0,12;7
4159;13,7;0,056;0,38;33;168;0,99825;2,9;0,39;0,44;8,7;0,13;7
4160;13,7;0,056;0,38;33;168;0,99825;2,9;0,63;0,44;8,7;0,12;7
4161;13,7;0,056;0,38;33;168;0,99825;2,9;0,37;0,44;8,7;0,13;7
4162;13,7;0,056;0,38;33;168;0,99825;2,9;0,69;0,44;8,7;0,12;7
4163;13,7;0,056;0,38;33;168;0,99825;2,9;0,88;0,44;8,7;0,13;7
